advance,name,age,depth,track,profile,scope,role,modifier,stacking_family,engine_category,unit,ui_decimals,script_value,display_value,representative_baseline_impact,vanilla_advance_min,vanilla_advance_max,modifier_definition,historical_source
antq_river_desert_court_compacts,Nile and North African: River Desert Court Compacts,age_1_traditions,4,statecraft,nile_north_african,nile_north_african,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;PER;CAH-XI;CAH-XII
antq_lineage_council_speakers,Sub-Saharan African: Lineage Council Speakers,age_1_traditions,1,statecraft,subsaharan,subsaharan,minor,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;CAH-XI;CAH-XII
antq_cattle_tribute_tallies,Sub-Saharan African: Cattle Tribute Tallies,age_1_traditions,2,statecraft,subsaharan,subsaharan,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;CAH-XI;CAH-XII
antq_ironworking_custodian_compacts,Sub-Saharan African: Ironworking Custodian Compacts,age_1_traditions,3,statecraft,subsaharan,subsaharan,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;CAH-XI;CAH-XII
antq_river_crossing_arbitration,Sub-Saharan African: River Crossing Arbitration,age_1_traditions,3,statecraft,subsaharan,subsaharan,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;CAH-XI;CAH-XII
antq_savanna_forest_authority_networks,Sub-Saharan African: Savanna Forest Authority Networks,age_1_traditions,4,statecraft,subsaharan,subsaharan,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.5;P15;CAH-XI;CAH-XII
antq_antonine_civitas_delegates,Celtic and Brittonic: Antonine Civitas Delegates,age_2_renaissance,1,statecraft,celtic,celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;OCD
antq_antonine_civitas_tallies,Celtic and Brittonic: Antonine Civitas Tallies,age_2_renaissance,2,statecraft,celtic,celtic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;OCD
antq_antonine_civitas_arbitration,Celtic and Brittonic: Antonine Civitas Arbitration,age_2_renaissance,3,statecraft,celtic,celtic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;OCD
antq_antonine_civitas_stewardship,Celtic and Brittonic: Antonine Civitas Stewardship,age_2_renaissance,3,statecraft,celtic,celtic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;OCD
antq_antonine_civitas_compact,Celtic and Brittonic: Antonine Civitas Compact,age_2_renaissance,4,statecraft,celtic,celtic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XI;OCD
antq_post_severan_frontier_delegates,Celtic and Brittonic: Post Severan Frontier Delegates,age_3_discovery,1,statecraft,celtic,celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_post_severan_frontier_tallies,Celtic and Brittonic: Post Severan Frontier Tallies,age_3_discovery,2,statecraft,celtic,celtic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_post_severan_frontier_arbitration,Celtic and Brittonic: Post Severan Frontier Arbitration,age_3_discovery,3,statecraft,celtic,celtic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_post_severan_frontier_stewardship,Celtic and Brittonic: Post Severan Frontier Stewardship,age_3_discovery,3,statecraft,celtic,celtic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_post_severan_frontier_compact,Celtic and Brittonic: Post Severan Frontier Compact,age_3_discovery,4,statecraft,celtic,celtic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_pictish_confederate_delegates,Celtic and Brittonic: Pictish Confederate Delegates,age_4_reformation,1,statecraft,celtic,celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_pictish_confederate_tallies,Celtic and Brittonic: Pictish Confederate Tallies,age_4_reformation,2,statecraft,celtic,celtic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_pictish_confederate_arbitration,Celtic and Brittonic: Pictish Confederate Arbitration,age_4_reformation,3,statecraft,celtic,celtic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_pictish_confederate_stewardship,Celtic and Brittonic: Pictish Confederate Stewardship,age_4_reformation,3,statecraft,celtic,celtic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_pictish_confederate_compact,Celtic and Brittonic: Pictish Confederate Compact,age_4_reformation,4,statecraft,celtic,celtic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_successor_brittonic_delegates,Celtic and Brittonic: Successor Brittonic Delegates,age_5_absolutism,1,statecraft,celtic,celtic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_successor_brittonic_tallies,Celtic and Brittonic: Successor Brittonic Tallies,age_5_absolutism,2,statecraft,celtic,celtic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_successor_brittonic_arbitration,Celtic and Brittonic: Successor Brittonic Arbitration,age_5_absolutism,3,statecraft,celtic,celtic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_successor_brittonic_stewardship,Celtic and Brittonic: Successor Brittonic Stewardship,age_5_absolutism,3,statecraft,celtic,celtic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_successor_brittonic_compact,Celtic and Brittonic: Successor Brittonic Compact,age_5_absolutism,4,statecraft,celtic,celtic,capstone,legislative_efficiency,legislative_efficiency,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;CAH-XII
antq_wielbark_coastal_assemblies_delegates,Baltic: Wielbark Coastal Assemblies Delegates,age_2_renaissance,1,statecraft,baltic,baltic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_wielbark_coastal_assemblies_tallies,Baltic: Wielbark Coastal Assemblies Tallies,age_2_renaissance,2,statecraft,baltic,baltic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_wielbark_coastal_assemblies_arbitration,Baltic: Wielbark Coastal Assemblies Arbitration,age_2_renaissance,3,statecraft,baltic,baltic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_wielbark_coastal_assemblies_stewardship,Baltic: Wielbark Coastal Assemblies Stewardship,age_2_renaissance,3,statecraft,baltic,baltic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_wielbark_coastal_assemblies_compact,Baltic: Wielbark Coastal Assemblies Compact,age_2_renaissance,4,statecraft,baltic,baltic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_amber_route_redistribution_delegates,Baltic: Amber Route Redistribution Delegates,age_3_discovery,1,statecraft,baltic,baltic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_amber_route_redistribution_tallies,Baltic: Amber Route Redistribution Tallies,age_3_discovery,2,statecraft,baltic,baltic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_amber_route_redistribution_arbitration,Baltic: Amber Route Redistribution Arbitration,age_3_discovery,3,statecraft,baltic,baltic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_amber_route_redistribution_stewardship,Baltic: Amber Route Redistribution Stewardship,age_3_discovery,3,statecraft,baltic,baltic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_amber_route_redistribution_compact,Baltic: Amber Route Redistribution Compact,age_3_discovery,4,statecraft,baltic,baltic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_hillfort_district_compacts_delegates,Baltic: Hillfort District Compacts Delegates,age_4_reformation,1,statecraft,baltic,baltic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_hillfort_district_compacts_tallies,Baltic: Hillfort District Compacts Tallies,age_4_reformation,2,statecraft,baltic,baltic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_hillfort_district_compacts_arbitration,Baltic: Hillfort District Compacts Arbitration,age_4_reformation,3,statecraft,baltic,baltic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_hillfort_district_compacts_stewardship,Baltic: Hillfort District Compacts Stewardship,age_4_reformation,3,statecraft,baltic,baltic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_hillfort_district_compacts_compact,Baltic: Hillfort District Compacts Compact,age_4_reformation,4,statecraft,baltic,baltic,major,legislative_efficiency,legislative_efficiency,country,percent,2,0.05,5.00%,100 reference units -> 105.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_post_roman_coastal_lordship_delegates,Baltic: Post Imperial Coastal Lordship Delegates,age_6_revolutions,1,statecraft,baltic,baltic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_post_roman_coastal_lordship_tallies,Baltic: Post Imperial Coastal Lordship Tallies,age_6_revolutions,2,statecraft,baltic,baltic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_post_roman_coastal_lordship_arbitration,Baltic: Post Imperial Coastal Lordship Arbitration,age_6_revolutions,3,statecraft,baltic,baltic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_post_roman_coastal_lordship_stewardship,Baltic: Post Imperial Coastal Lordship Stewardship,age_6_revolutions,3,statecraft,baltic,baltic,standard,tax_income_efficiency,tax_income_efficiency,country,percent,2,0.02,2.00%,100 reference units -> 102.00,0.02,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_post_roman_coastal_lordship_compact,Baltic: Post Imperial Coastal Lordship Compact,age_6_revolutions,4,statecraft,baltic,baltic,capstone,legislative_efficiency,legislative_efficiency,country,percent,2,0.075,7.50%,100 reference units -> 107.50,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;PAN-WBB
antq_kama_metallurgical_custody_delegates,"Volga, Kama, and Northern Forest: Kama Metallurgical Custody Delegates",age_2_renaissance,1,statecraft,uralic,uralic,minor,country_cabinet_efficiency,country_cabinet_efficiency,country,percent,2,0.01,1.00%,100 reference units -> 101.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GLYADENOVO
antq_kama_metallurgical_custody_tallies,"Volga, Kama, and Northern Forest: Kama Metallurgical Custody Tallies",age_2_renaissance,2,statecraft,uralic,uralic,standard,stability_cost_efficiency,stability_cost_efficiency,country,percent,2,0.03,3.00%,100 reference units -> 103.00,0.05,0.20,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GLYADENOVO
antq_kama_metallurgical_custody_arbitration,"Volga, Kama, and Northern Forest: Kama Metallurgical Custody Arbitration",age_2_renaissance,3,statecraft,uralic,uralic,standard,global_monthly_control,global_monthly_control,country,percent,2,0.002,0.20%,100 reference units -> 100.20,0.001,0.003,<GAME_ROOT>/game/main_menu/common/modifier_type_definitions/00_modifier_types.txt,P8.7;P15;BSE-GLYADENOVO
