tag,name,tier,kind,age,age_years,visible_cards,visible_total_points,visible_mean_points,visible_min_points,visible_max_points,opening_eligible_cards,opening_eligible_min_points,opening_eligible_max_points,status
BEJ,Beja,2,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
BER,Gaetuli,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
BER,Gaetuli,3,sop,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
BER,Gaetuli,3,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
BER,Gaetuli,3,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
BER,Gaetuli,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
BER,Gaetuli,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BGL,Son-Vindhya Iron-Age Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BGT,Banggai-Tomini Maritime,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BGT,Banggai-Tomini Maritime,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BGT,Banggai-Tomini Maritime,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
BGT,Banggai-Tomini Maritime,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BGT,Banggai-Tomini Maritime,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BGT,Banggai-Tomini Maritime,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
BGU,Bungku-Kendari Coast,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BGU,Bungku-Kendari Coast,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BGU,Bungku-Kendari Coast,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
BGU,Bungku-Kendari Coast,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BGU,Bungku-Kendari Coast,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BGU,Bungku-Kendari Coast,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
BJC,Chupicuaro-Bajio,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
BJC,Chupicuaro-Bajio,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BJC,Chupicuaro-Bajio,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
BJC,Chupicuaro-Bajio,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BJC,Chupicuaro-Bajio,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BJC,Chupicuaro-Bajio,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
BLF,Beloe-Mologa Late Dyakovo Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BLG,Belgae,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
BLG,Belgae,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
BLG,Belgae,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BLG,Belgae,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
BLG,Belgae,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
BLG,Belgae,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BLM,Blemmyes,2,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
BLM,Blemmyes,2,sop,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
BLM,Blemmyes,2,sop,age_3_discovery,92,42,8687.50,206.85,175.00,225.00,0,,,pass
BLM,Blemmyes,2,sop,age_4_reformation,92,46,11762.50,255.71,225.00,275.00,0,,,pass
BLM,Blemmyes,2,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
BLM,Blemmyes,2,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_5_absolutism,19,14,4300.00,307.14,275.00,325.00,0,,,pass
BLR,Upper Dnieper-Dvina Culture,3,sop,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
BNC,Bone-Cenrana Coastal,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BNC,Bone-Cenrana Coastal,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BNC,Bone-Cenrana Coastal,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
BNC,Bone-Cenrana Coastal,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BNC,Bone-Cenrana Coastal,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BNC,Bone-Cenrana Coastal,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
BNT,Ngovo Horizon,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
BNT,Ngovo Horizon,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
BNT,Ngovo Horizon,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
BNT,Ngovo Horizon,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
BNT,Ngovo Horizon,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
BNT,Ngovo Horizon,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BOS,Bosporan Kingdom,1,subject,age_1_traditions,95,42,4275.00,101.79,75.00,125.00,18,112.50,125.00,pass
BOS,Bosporan Kingdom,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
BOS,Bosporan Kingdom,1,subject,age_3_discovery,92,46,9462.50,205.71,175.00,225.00,0,,,pass
BOS,Bosporan Kingdom,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
BOS,Bosporan Kingdom,1,subject,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
BOS,Bosporan Kingdom,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
BPC,Brushed Pottery Culture,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
BPC,Brushed Pottery Culture,2,sop,age_2_renaissance,96,37,5800.00,156.76,125.00,175.00,0,,,pass
BPC,Brushed Pottery Culture,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BPC,Brushed Pottery Culture,2,sop,age_4_reformation,92,37,9500.00,256.76,225.00,275.00,0,,,pass
BPC,Brushed Pottery Culture,2,sop,age_5_absolutism,19,19,5837.50,307.24,275.00,325.00,0,,,pass
BPC,Brushed Pottery Culture,2,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BPR,Banjar-Paser River-Coast Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
BRC,Bructeri,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BRC,Bructeri,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
BRC,Bructeri,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
BRC,Bructeri,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
BRC,Bructeri,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
BRC,Bructeri,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BRG,Burgundiones,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
BRG,Burgundiones,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
BRG,Burgundiones,1,country,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
BRG,Burgundiones,1,country,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
BRG,Burgundiones,1,country,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
BRG,Burgundiones,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BRI,Brigantes,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
BRI,Brigantes,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
BRI,Brigantes,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BRI,Brigantes,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
BRI,Brigantes,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
BRI,Brigantes,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BRT,Cantiaci,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
BRT,Cantiaci,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
BRT,Cantiaci,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
BRT,Cantiaci,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
BRT,Cantiaci,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
BRT,Cantiaci,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BSK,Basketmaker II,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
BSK,Basketmaker II,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BSK,Basketmaker II,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
BSK,Basketmaker II,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BSK,Basketmaker II,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BSK,Basketmaker II,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BSR,Bastar Megalithic Networks,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
BSR,Bastar Megalithic Networks,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
BSR,Bastar Megalithic Networks,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
BSR,Bastar Megalithic Networks,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
BSR,Bastar Megalithic Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BSR,Bastar Megalithic Networks,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BSW,Bosumtwi Forest,3,sop,age_1_traditions,95,38,3887.50,102.30,75.00,125.00,14,87.50,125.00,pass
BSW,Bosumtwi Forest,3,sop,age_2_renaissance,96,42,6587.50,156.85,125.00,175.00,0,,,pass
BSW,Bosumtwi Forest,3,sop,age_3_discovery,92,50,10250.00,205.00,175.00,225.00,0,,,pass
BSW,Bosumtwi Forest,3,sop,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
BSW,Bosumtwi Forest,3,sop,age_5_absolutism,19,24,7375.00,307.29,275.00,325.00,0,,,pass
BSW,Bosumtwi Forest,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
BTM,Buton-Muna Island,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BTM,Buton-Muna Island,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
BTM,Buton-Muna Island,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
BTM,Buton-Muna Island,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
BTM,Buton-Muna Island,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
BTM,Buton-Muna Island,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
BTV,Batavi,1,subject,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
BTV,Batavi,1,subject,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
BTV,Batavi,1,subject,age_3_discovery,92,39,7987.50,204.81,175.00,225.00,0,,,pass
BTV,Batavi,1,subject,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
BTV,Batavi,1,subject,age_5_absolutism,19,28,8500.00,303.57,275.00,325.00,0,,,pass
BTV,Batavi,1,subject,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BUU,Buri,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
BUU,Buri,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
BUU,Buri,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
BUU,Buri,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
BUU,Buri,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
BUU,Buri,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
BUY,Buyeo,2,country,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,112.50,125.00,pass
BUY,Buyeo,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
BUY,Buyeo,2,country,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
BUY,Buyeo,2,country,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
BUY,Buyeo,2,country,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
BUY,Buyeo,2,country,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
BYE,Byeonhan,2,sop,age_1_traditions,95,37,3725.00,100.68,75.00,125.00,15,87.50,125.00,pass
BYE,Byeonhan,2,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
BYE,Byeonhan,2,sop,age_3_discovery,92,41,8437.50,205.79,175.00,225.00,0,,,pass
BYE,Byeonhan,2,sop,age_4_reformation,92,41,10475.00,255.49,225.00,275.00,0,,,pass
BYE,Byeonhan,2,sop,age_5_absolutism,19,16,4887.50,305.47,275.00,325.00,0,,,pass
BYE,Byeonhan,2,sop,age_6_revolutions,82,26,9262.50,356.25,325.00,375.00,0,,,pass
CAE,Caereni,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
CAE,Caereni,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
CAE,Caereni,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
CAE,Caereni,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
CAE,Caereni,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
CAE,Caereni,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CAL,Caledoni,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
CAL,Caledoni,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
CAL,Caledoni,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
CAL,Caledoni,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
CAL,Caledoni,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
CAL,Caledoni,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CAP,Cappadocia,1,subject,age_1_traditions,95,35,3487.50,99.64,75.00,125.00,14,87.50,125.00,pass
CAP,Cappadocia,1,subject,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
CAP,Cappadocia,1,subject,age_3_discovery,92,39,8000.00,205.13,175.00,225.00,0,,,pass
CAP,Cappadocia,1,subject,age_4_reformation,92,36,9200.00,255.56,225.00,275.00,0,,,pass
CAP,Cappadocia,1,subject,age_5_absolutism,19,17,5200.00,305.88,275.00,325.00,0,,,pass
CAP,Cappadocia,1,subject,age_6_revolutions,82,21,7475.00,355.95,325.00,375.00,0,,,pass
CAT,Catuvellauni,1,country,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,15,112.50,125.00,pass
CAT,Catuvellauni,1,country,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
CAT,Catuvellauni,1,country,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
CAT,Catuvellauni,1,country,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
CAT,Catuvellauni,1,country,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
CAT,Catuvellauni,1,country,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CBA,Cusco Basin,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
CBA,Cusco Basin,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
CBA,Cusco Basin,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
CBA,Cusco Basin,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
CBA,Cusco Basin,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CBA,Cusco Basin,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CBH,Cebu-Bohol Island,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
CBH,Cebu-Bohol Island,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
CBH,Cebu-Bohol Island,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
CBH,Cebu-Bohol Island,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
CBH,Cebu-Bohol Island,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CBH,Cebu-Bohol Island,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
CCF,Central California Coast,3,sop,age_1_traditions,95,32,3200.00,100.00,75.00,125.00,14,87.50,125.00,pass
CCF,Central California Coast,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
CCF,Central California Coast,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
CCF,Central California Coast,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
CCF,Central California Coast,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CCF,Central California Coast,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CCI,Cauci,2,sop,age_1_traditions,95,33,3350.00,101.52,75.00,125.00,13,87.50,125.00,pass
CCI,Cauci,2,sop,age_2_renaissance,96,41,6375.00,155.49,125.00,175.00,0,,,pass
CCI,Cauci,2,sop,age_3_discovery,92,37,7650.00,206.76,175.00,225.00,0,,,pass
CCI,Cauci,2,sop,age_4_reformation,92,41,10487.50,255.79,225.00,275.00,0,,,pass
CCI,Cauci,2,sop,age_5_absolutism,19,26,7962.50,306.25,275.00,325.00,0,,,pass
CCI,Cauci,2,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CED,Chedi Janapada,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
CED,Chedi Janapada,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
CED,Chedi Janapada,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
CED,Chedi Janapada,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
CED,Chedi Janapada,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CED,Chedi Janapada,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
CHA,Characene,1,subject,age_1_traditions,95,45,4575.00,101.67,75.00,125.00,19,87.50,125.00,pass
CHA,Characene,1,subject,age_2_renaissance,96,46,7162.50,155.71,125.00,175.00,0,,,pass
CHA,Characene,1,subject,age_3_discovery,92,49,10062.50,205.36,175.00,225.00,0,,,pass
CHA,Characene,1,subject,age_4_reformation,92,42,10787.50,256.85,225.00,275.00,0,,,pass
CHA,Characene,1,subject,age_5_absolutism,19,22,6737.50,306.25,275.00,325.00,0,,,pass
CHA,Characene,1,subject,age_6_revolutions,82,24,8575.00,357.29,325.00,375.00,0,,,pass
CHB,Chambal-Gird,3,sop,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,15,87.50,125.00,pass
CHB,Chambal-Gird,3,sop,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
CHB,Chambal-Gird,3,sop,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
CHB,Chambal-Gird,3,sop,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
CHB,Chambal-Gird,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CHB,Chambal-Gird,3,sop,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
CHC,Chauci,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
CHC,Chauci,3,sop,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
CHC,Chauci,3,sop,age_3_discovery,92,36,7387.50,205.21,175.00,225.00,0,,,pass
CHC,Chauci,3,sop,age_4_reformation,92,36,9187.50,255.21,225.00,275.00,0,,,pass
CHC,Chauci,3,sop,age_5_absolutism,19,25,7600.00,304.00,275.00,325.00,0,,,pass
CHC,Chauci,3,sop,age_6_revolutions,82,16,5687.50,355.47,325.00,375.00,0,,,pass
CHE,Chera,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
CHE,Chera,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
CHE,Chera,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
CHE,Chera,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
CHE,Chera,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CHE,Chera,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,14,87.50,125.00,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_2_renaissance,96,36,5600.00,155.56,125.00,175.00,0,,,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_3_discovery,92,32,6612.50,206.64,175.00,225.00,0,,,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_4_reformation,92,32,8212.50,256.64,225.00,275.00,0,,,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CHG,Central Vietnamese Highland Networks,3,sop,age_6_revolutions,82,18,6375.00,354.17,325.00,375.00,0,,,pass
CHL,Chola,2,country,age_1_traditions,95,37,3737.50,101.01,75.00,125.00,16,112.50,125.00,pass
CHL,Chola,2,country,age_2_renaissance,96,41,6387.50,155.79,125.00,175.00,0,,,pass
CHL,Chola,2,country,age_3_discovery,92,41,8425.00,205.49,175.00,225.00,0,,,pass
CHL,Chola,2,country,age_4_reformation,92,45,11475.00,255.00,225.00,275.00,0,,,pass
CHL,Chola,2,country,age_5_absolutism,19,21,6425.00,305.95,275.00,325.00,0,,,pass
CHL,Chola,2,country,age_6_revolutions,82,19,6787.50,357.24,325.00,375.00,0,,,pass
CHT,Chatti,1,country,age_1_traditions,95,32,3187.50,99.61,75.00,125.00,13,112.50,125.00,pass
CHT,Chatti,1,country,age_2_renaissance,96,32,5012.50,156.64,125.00,175.00,0,,,pass
