tag,name,region,regular_land,levy_land,mercenary_land,regular_navy,coastal_locations,naval_capability,patrol_navy,transport_navy,land_floor,levy_floor,mercenary_floor,naval_capability_floor,inland_exclusion_floor
ARJ,Arjunayana,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,inland,,,pass,pass,pass,pass,pass
KUN,Kuninda,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,,,inland,,,pass,pass,pass,pass,pass
KAL,Kalinga,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,balasore;bhadrak;brahmapur;ganjam;harishpur;jalesar;kalingapattanam;kanthi;puri;ratnagiri,organized_patrol,antq_coastal_watch_craft,antq_limited_coastal_transport,pass,pass,pass,pass,pass
CHE,Chera,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_merchant_roundship;antq_monsoon_dhow;antq_open_sea_merchantmen;antq_state_oared_squadron,kannur;kanyakumari;kasaragod;kochi;kodungallur;kollam;kozhikode;mangalore;ponnani;prakkad;thalassery;thiruvananthapuram;thrissur;udupi,long_distance_naval_capacity,antq_coastal_watch_craft;antq_monsoon_dhow;antq_state_oared_squadron,antq_limited_coastal_transport;antq_merchant_roundship;antq_open_sea_merchantmen,pass,pass,pass,pass,pass
CHL,Chola,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,antq_limited_coastal_transport;antq_local_watercraft,karaikal;nagapattinam;pattukkottai,limited_transport,,antq_limited_coastal_transport,pass,pass,pass,pass,pass
PND,Pandya Kingdom,India,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,kayal;ramesvaram;thondi;thoothukudi;vembar,organized_patrol,antq_coastal_watch_craft,antq_limited_coastal_transport,pass,pass,pass,pass,pass
ANU,Anuradhapura,Lanka,antq_bow_infantry;antq_household_retainers;antq_indian_longbowmen;antq_javelin_skirmishers;antq_spear_and_shield_infantry;antq_war_elephants,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_deccan_spear_company;antq_frontier_spear_company;antq_indian_longbow_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft,devanagara;digavapi;galle;hambantota;jaffna;kotte;madakalapu;mahatittha;mullaitivu;negombo;salavata;tissamaharama;trincomalee,organized_patrol,antq_coastal_watch_craft,antq_limited_coastal_transport,pass,pass,pass,pass,pass
KUS,Kush,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_nubian_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
AKS,Aksum,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_nubian_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat;antq_red_sea_sewn_patrol,assab;bayul;buri;dahlak;edd;massawa;nafka;obock;rahayta;tadjoura;zula,organized_patrol,antq_coastal_watch_craft;antq_red_sea_sewn_patrol,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
GAR,Garamantes,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_numidian_light_horse;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_numidian_horse_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
BLM,Blemmyes,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_nubian_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_nile_grain_barge;antq_nile_patrol_boat,aydhab;badi;suakin,organized_patrol,antq_coastal_watch_craft;antq_nile_patrol_boat,antq_limited_coastal_transport;antq_nile_grain_barge,pass,pass,pass,pass,pass
BEJ,Beja,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_nubian_archers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
DJN,Djenne-Djenno,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
WAF,Kebbi River,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
ZMP,Zamfara Plateau,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
KPC,Katsina Plain,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
GTC,Gobir Tarka,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
NSK,Nsukka-Lejja Ironworkers,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
OUE,Lower Oueme Forest,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
VIC,Volta-Cong Interfluve,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
BSW,Bosumtwi Forest,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
BNT,Ngovo Horizon,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
URW,Urewe Horizon,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
KWL,Kwale Horizon,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_kwale_coastal_patrol;antq_kwale_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft,bagamoyo;dar_es_salaam;gedi;kilwa_kisiwani;kisiju;kisimani_mafia;lamu;malindi;mitimiri;mkwaja;mombasa;pangani;pate;ras_mkumbuu;rasini;songo_mnara;tanga;ungwana;utondwe;vumba_kuu;zanzibar,organized_patrol,antq_coastal_watch_craft;antq_kwale_coastal_patrol,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
RUV,Ruvuma-Lurio Frontier,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_kwale_coastal_patrol;antq_kwale_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft,angoche;gomene;ibo;lindi;memba;mikindani;mozambique;nacala;quelimane;somana;tungi;vamizi,organized_patrol,antq_coastal_watch_craft;antq_kwale_coastal_patrol,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
LMP,Limpopo Hunter-Herder Networks,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_local_watercraft,chibuene;inhambane,local_watercraft,,,pass,pass,pass,pass,pass
ZHF,Zambezi Hunter-Herder Networks,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_local_watercraft,sofala,local_watercraft,,,pass,pass,pass,pass,pass
WDP,Wadai Plateau,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
BCH,Bauchi Plateau,West Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
BAR,Guban Pastoralists,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_kwale_coastal_patrol;antq_kwale_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft;antq_state_oared_squadron,ali_sabieh;alula;bandarbeyla;barbacadle;bosaso;el_ayum;el_darad;el_sheikh;las_khorey;ruguda;siyara,state_fleet,antq_coastal_watch_craft;antq_kwale_coastal_patrol;antq_state_oared_squadron,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
AVA,Avalites,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat,zeila,limited_transport,,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
MLA,Malao,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat,berbera,limited_transport,,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
MUN,Mundu,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft,maydh,limited_transport,,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
MOS,Mosyllon,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat,qandala,limited_transport,,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
ARO,Aromata Emporion,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat,bargaal,limited_transport,,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
OPO,Opone,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_limited_coastal_transport;antq_local_watercraft;antq_red_sea_cargo_boat,ras_hafun,limited_transport,,antq_limited_coastal_transport;antq_red_sea_cargo_boat,pass,pass,pass,pass,pass
HAU,Haud Pastoralists,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,,,inland,,,pass,pass,pass,pass,pass
AZA,Northern Azania,Africa,antq_bow_infantry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers,antq_caravan_guard_company;antq_frontier_spear_company;antq_nile_bow_company;antq_sahel_javelin_company,antq_coastal_watch_craft;antq_kwale_coastal_patrol;antq_kwale_sewn_plank_transport;antq_limited_coastal_transport;antq_local_watercraft,barawa;garacad;haranka;harardhere;hobyo;jilib;kismayo;mareeg;merca;mogadishu;qoryooley;warsheikh,organized_patrol,antq_coastal_watch_craft;antq_kwale_coastal_patrol,antq_kwale_sewn_plank_transport;antq_limited_coastal_transport,pass,pass,pass,pass,pass
SAB,Saba,Arabia,antq_bow_infantry;antq_camelry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers;antq_south_arabian_highland_levies,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_mesopotamian_river_transport;antq_monsoon_dhow;antq_open_sea_merchantmen;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,al_hirda;al_luhayyah;as_salif;harad_asir;hudaida,long_distance_naval_capacity,antq_coastal_watch_craft;antq_monsoon_dhow;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,antq_limited_coastal_transport;antq_mesopotamian_river_transport;antq_open_sea_merchantmen,pass,pass,pass,pass,pass
HIM,Himyar,Arabia,antq_bow_infantry;antq_camelry;antq_household_retainers;antq_javelin_skirmishers;antq_spear_and_shield_infantry,antq_district_spear_muster;antq_seasonal_skirmishers;antq_south_arabian_highland_levies,antq_caravan_guard_company;antq_frontier_spear_company,antq_coastal_watch_craft;antq_limited_coastal_transport;antq_local_watercraft;antq_mesopotamian_river_transport;antq_monsoon_dhow;antq_open_sea_merchantmen;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,adan;al_arah;al_ghulayfiqah;al_khosuf;al_mafalis;al_mandab;al_mukha;al_qunfudhah;al_shuqayq;al_sirrayn;farasan;hali;hays;jazan;sabya;zabid;zinjibar,long_distance_naval_capacity,antq_coastal_watch_craft;antq_monsoon_dhow;antq_persian_gulf_patrol_craft;antq_state_oared_squadron,antq_limited_coastal_transport;antq_mesopotamian_river_transport;antq_open_sea_merchantmen,pass,pass,pass,pass,pass
