design_tag,engine_tag,kind,government_source,reform,estate_profile,visible_privilege_count,profile_privilege_count,exact_privilege_count,visible_privileges
SGM,SGM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CTU,CTU,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GMB,GMB,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
CMB,CMB,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RDN,RDN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AVN,AVN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SRD,SRD,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
EUD,XDX,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SIT,XDY,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SUE,XDZ,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NAR,NAR,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LUG,LUG,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NHR,NHR,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MSI,XEA,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BUU,XEB,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MIM,MIM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HLV,HLV,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HRI,HRI,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HLS,HLS,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ZUM,ZUM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PRZ,XEC,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_przeworsk_smithing_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LPR,LPR,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_przeworsk_smithing_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ILM,ILM,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PLH,PLH,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BLF,BLF,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MOK,MOK,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UVF,UVF,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_gorodets_rampart_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UVD,UVD,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KLY,KLY,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dyakovo_hillfort_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
WHT,WHT,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_northern_seasonal_rounds|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MZN,XFJ,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_northern_seasonal_rounds|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VYG,VYG,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_northern_seasonal_rounds|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MRV,XED,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_gorodets_rampart_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TGD,TGD,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_gorodets_rampart_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SMD,XEE,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RZM,RZM,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_gorodets_rampart_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BLR,BLR,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NEM,XFK,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ZRB,ZRB,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PDL,PDL,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RLG,RLG,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DNP,DNP,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RBD,RBD,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LBD,LBD,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_dnieper_river_brokers|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KRL,XEF,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_northern_seasonal_rounds|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
PRM,XEG,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_kama_sanctuary_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VYP,VYP,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_pyanobor_mortuary_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VLF,VLF,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_pyanobor_mortuary_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SUG,SUG,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_pyanobor_mortuary_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SMY,SMY,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_northern_seasonal_rounds|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SRG,XEH,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_sargat_kurgan_retinues|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AKL,AKL,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_altai_contact_caravans|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ALT,XFL,sop,sourced,antq_altai_contact_network,tribal,8,6,2,antq_altai_contact_caravans|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KUL,KUL,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_kulay_casting_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
UGR,UGR,sop,sourced,antq_tribal_kingdom,tribal,8,6,2,antq_kulay_casting_households|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
HOK,HOK,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SHK,XEI,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
OHW,OHW,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
RYS,RYS,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KYU,KYU,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
IZM,IZM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
KBI,KBI,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TKW,TKW,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
EHW,EHW,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NOK,NOK,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LCH,LCH,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MNG,XEJ,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
WGD,WGD,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
VLT,XEK,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SNG,XEL,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AKF,AKF,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
LNC,XEM,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GUR,XEN,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MUP,MUP,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
AIR,XEO,sop,fallback,antq_advanced_chiefdom,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
GTL,GTL,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SKN,XEP,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SNR,SNR,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
NNR,NNR,sop,sourced,antq_tribal_kingdom,tribal,10,6,4,antq_germanic_assembly_acclamation|antq_germanic_household_retainers|antq_germanic_sacred_grove_custodians|antq_tribal_elder_assembly_hearing|antq_tribal_elder_council|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
TND,XDN,country,sourced,antq_tamilakam_velir_court,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
ATY,ATY,country,sourced,antq_tamilakam_velir_court,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
UJJ,XGD,country,sourced,antq_central_indian_urban_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
VDS,VDS,country,sourced,antq_central_indian_urban_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
CED,CED,country,sourced,antq_central_indian_janapada,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
NVM,NVM,sop,sourced,antq_central_indian_megalithic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
BGL,XGE,sop,sourced,antq_central_indian_megalithic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
DKS,DKS,country,sourced,antq_upper_mahanadi_kingship,royal,7,6,1,antq_regional_royal_court|antq_royal_caravan_protection_guarantees|antq_royal_dynastic_hostage_compacts|antq_royal_fortress_grain_and_muster|antq_royal_palace_petition_days|antq_royal_sanctuary_patronage|antq_royal_tribute_assessment_registers
BSR,BSR,sop,sourced,antq_central_indian_megalithic_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
MLD,MLD,sop,sourced,antq_indian_ocean_atoll_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
ARK,XDQ,sop,sourced,antq_mainland_river_corridor_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
SHY,SHY,sop,sourced,antq_sa_huynh_exchange_network,tribal,6,6,0,antq_tribal_elder_assembly_hearing|antq_tribal_free_household_muster|antq_tribal_grove_custodianship|antq_tribal_household_retinue_gifts|antq_tribal_river_exchange_protection|antq_tribal_seasonal_cattle_compacts
