tag,name,kind,region,government_resolution,reform,programme_profile,programme_count,setting_tied_count,aptitudes,modifier_family_count,programmes,status
VIC,Volta-Cong Interfluve,sop,West Africa,explicit_government_ledger,antq_west_african_ironworking_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
BSW,Bosumtwi Forest,sop,West Africa,explicit_government_ledger,antq_west_african_forest_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
BNT,Ngovo Horizon,sop,Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
URW,Urewe Horizon,sop,Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
KWL,Kwale Horizon,sop,Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
RUV,Ruvuma-Lurio Frontier,sop,Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
LMP,Limpopo Hunter-Herder Networks,sop,Africa,explicit_government_ledger,antq_mobile_hunter_herder_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
ZHF,Zambezi Hunter-Herder Networks,sop,Africa,explicit_government_ledger,antq_mobile_hunter_herder_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
WDP,Wadai Plateau,sop,Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
BCH,Bauchi Plateau,sop,West Africa,explicit_government_ledger,antq_early_ironworking_community_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
BAR,Guban Pastoralists,sop,Africa,explicit_government_ledger,antq_horn_pastoral_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
AVA,Avalites,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
MLA,Malao,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
MUN,Mundu,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
MOS,Mosyllon,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
ARO,Aromata Emporion,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
OPO,Opone,sop,Africa,explicit_government_ledger,antq_far_side_port_chiefdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
HAU,Haud Pastoralists,sop,Africa,explicit_government_ledger,antq_horn_pastoral_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
AZA,Northern Azania,sop,Africa,explicit_government_ledger,antq_horn_pastoral_network,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_african_compound_granary_seals;antq_regprog_african_bloomery_iron_shares;antq_regprog_african_cattle_kraal_counts;antq_regprog_african_shrine_offering_jars,pass
SAB,Saba,country,Arabia,explicit_government_ledger,antq_sabaean_marib_kingship,sabaean,5,5,adm;dip;mil,10,antq_sabaean_marib_dam_canal_returns;antq_sabaean_incense_caravan_dispatches;antq_sabaean_sanctuary_inventory_returns;antq_sabaean_highland_levy_returns;antq_sabaean_red_sea_embassy_measures,pass
HIM,Himyar,country,Arabia,explicit_government_ledger,antq_himyarite_terrace_kingship,himyarite,5,5,adm;dip;mil,10,antq_himyarite_terrace_dam_works;antq_himyarite_incense_assessments;antq_himyarite_red_sea_dispatches;antq_himyarite_sanctuary_inventories;antq_himyarite_lineage_levy_returns,pass
QAT,Qataban,country,Arabia,explicit_government_ledger,antq_regional_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
HAD,Hadramawt,country,Arabia,explicit_government_ledger,antq_regional_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
KIN,Kindah,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
THM,Thamud,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
AGR,Agraeans,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
GRH,Gerrha,country,Arabia,explicit_government_ledger,antq_regional_kingship,royal,11,4,adm;dip;mil,14,antq_royal_palace_petitions;antq_royal_tribute_registers;antq_royal_court_embassies;antq_royal_dynastic_compacts;antq_royal_fortress_provisioning;antq_royal_provincial_envoy_returns;antq_royal_royal_storehouse_inspection;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
QTR,Cataraei,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
OMN,Omanitae,sop,Arabia,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,14,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_semitic_well_right_stones;antq_regprog_semitic_incense_caravan_seals;antq_regprog_semitic_date_grove_shares;antq_regprog_semitic_high_place_incense,pass
MCM,Marcomanni,country,Germania,explicit_government_ledger,antq_marcomannic_bohemian_kingship,marcomannic,5,5,adm;dip;mil,9,antq_marcomannic_bohemian_settlement_returns;antq_marcomannic_retinue_gift_muster;antq_marcomannic_allied_host_contributions;antq_marcomannic_iron_amber_exchange;antq_marcomannic_roman_frontier_envoys,pass
CRU,Cherusci,country,Germania,explicit_government_ledger,antq_cheruscan_kindred_assembly,cheruscan,5,5,adm;dip;mil,9,antq_cheruscan_kindred_hearings;antq_cheruscan_coalition_musters;antq_cheruscan_retinue_gift_returns;antq_cheruscan_forest_passage_scouts;antq_cheruscan_hostage_oath_settlements,pass
CHT,Chatti,country,Germania,explicit_government_ledger,antq_chattian_host_order,chattian,5,5,adm;dip;mil,10,antq_chattian_foot_host_musters;antq_chattian_chosen_warrior_vows;antq_chattian_forest_fieldworks;antq_chattian_settlement_provisions;antq_chattian_elder_discipline_hearings,pass
FRI,Frisii,country,Germania,explicit_government_ledger,antq_frisian_terp_community_order,frisian,5,5,adm;dip;mil,8,antq_frisian_terp_maintenance_returns;antq_frisian_hide_tribute_reckoning;antq_frisian_tidal_passage_watch;antq_frisian_marsh_cattle_stores;antq_frisian_rhine_embassy_dossiers,pass
BTV,Batavi,subject,Germania,explicit_government_ledger,antq_batavian_rhine_compact,batavian,5,5,adm;dip;mil,9,antq_batavian_auxiliary_levy_returns;antq_batavian_rhine_crossing_service;antq_batavian_horse_swimmer_musters;antq_batavian_stipend_gift_accounts;antq_batavian_floodbank_pasture_returns,pass
LAN,Langobardi,country,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
SEM,Semnones,country,Germania,explicit_government_ledger,antq_semnonian_sacred_confederacy,semnonian,5,5,adm;dip;mil,9,antq_semnonian_grove_delegations;antq_semnonian_district_muster_returns;antq_semnonian_oath_peace_custody;antq_semnonian_elbe_amber_exchange;antq_semnonian_seasonal_provision_returns,pass
HER,Hermunduri,country,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
QUA,Quadi,country,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
GUT,Gutones,country,Germania,explicit_government_ledger,antq_tribal_kingdom,tribal,11,4,adm;dip;mil,12,antq_tribal_elder_moot;antq_tribal_warband_gifts;antq_tribal_grove_custody;antq_tribal_seasonal_muster;antq_tribal_river_exchange;antq_tribal_seasonal_subsistence_round;antq_tribal_intercommunity_envoys;antq_regprog_germanic_wergild_staff_tallies;antq_regprog_germanic_grove_boundary_marks;antq_regprog_germanic_cattle_tribute_counts;antq_regprog_germanic_host_shield_stacks,pass
