tag,name,region,evidence_class,emblem,color1,color2,color3,emblem_color1,emblem_color2,emblem_color3,position_x,position_y,scale_x,scale_y,source,confidence,note
PDL,Podolian Lipița,Eastern Europe,documented_material_motif,ce_horse_heads_addorsed.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.80,AAC-LIPITA;P20,contested,Period-inspired animal standard for Podolian Lipița UI differentiation only; not a reconstructed flag
RLG,Red-Ruthenian Lipița,Eastern Europe,documented_material_motif,ce_spiral_star_06.dds,purple,yellow,red,color2,color2,color1,0.5,0.50,0.80,0.80,AAC-LIPITA;P20,contested,Period-inspired ceramic geometric standard for Red-Ruthenian Lipița UI differentiation only; not a reconstructed flag
DNP,Desna Zarubintsy,Eastern Europe,documented_material_motif,ce_spear_head_random_small.dds,black,white,red,color2,color2,color1,0.5,0.50,0.78,0.82,RAS-ZAR;P20,contested,Period-inspired spearhead standard for Desna Zarubintsy UI differentiation only; not a reconstructed flag
RBD,Right-Bank Zarubintsy,Eastern Europe,documented_material_motif,ce_cartwheel.dds,red,white,black,color2,color2,color1,0.5,0.50,0.78,0.78,RAS-ZAR;P20,contested,Period-inspired settlement geometric standard for Right-Bank Zarubintsy UI differentiation only; not a reconstructed flag
LBD,Left-Bank Zarubintsy,Eastern Europe,documented_material_motif,ce_boar_passant_mane.dds,green,red,black,color2,color2,color1,0.5,0.50,0.82,0.78,RAS-ZAR;P20,contested,Period-inspired forest-steppe fauna standard for Left-Bank Zarubintsy UI differentiation only; not a reconstructed flag
KRL,Ladoga Early Iron-Age Horizon,Finland,documented_material_motif,ce_fish_okeane.dds,green,white,blue,color2,color2,color1,0.5,0.50,0.82,0.72,GERMANIA-NEVA;P20,contested,Period-inspired Ladoga fishing standard for early-Iron-Age UI differentiation only; not a reconstructed flag
PRM,Middle Kama Glyadenovo Culture,Finland,documented_material_motif,ce_spiral_star_06.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.80,BSE-GLYADENOVO;P20,contested,Period-inspired sanctuary geometric standard for Middle-Kama Glyadenovo UI differentiation only; not a reconstructed flag
VYP,Vyatka Pyanobor Horizon,Finland,documented_material_motif,ce_deer_kneeling.dds,red,white,green,color2,color2,color1,0.5,0.50,0.80,0.80,ENC-NEEU;P20,contested,Period-inspired forest-fauna standard for Vyatka Pyanobor UI differentiation only; not a reconstructed flag
VLF,Lower Kama Pyanobor Culture,Finland,documented_material_motif,ce_spiral.dds,black,yellow,green,color2,color2,color1,0.5,0.50,0.78,0.78,ENC-NEEU;P20,contested,Period-inspired ceramic geometric standard for Lower-Kama Pyanobor UI differentiation only; not a reconstructed flag
SUG,Kara-Abyz Culture,Finland,documented_material_motif,ce_horse_heads_addorsed.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.80,AES-SOUTH-URAL;P20,contested,Period-inspired forest-steppe animal standard for Kara-Abyz UI differentiation only; not a reconstructed flag
SMY,Dzhudzhydyag Culture,Finland,documented_material_motif,ce_crescent_moon_02.dds,white,blue,black,color2,color2,color1,0.5,0.50,0.78,0.78,ENC-NEEU;P20,contested,Period-inspired northern horizon standard for Dzhudzhydyag UI differentiation only; not a reconstructed flag
SRG,Omsk-Ishim Sargat Culture,Steppe,documented_material_motif,ce_horse_heads_addorsed.dds,black,yellow,red,color2,color2,color1,0.5,0.50,0.82,0.82,RAS-SARGAT-CHRON;P20,contested,Period-inspired paired-horse standard for Omsk-Ishim Sargat UI differentiation only; not a reconstructed flag
AKL,Forest-Steppe Altai Kulay,Steppe,documented_material_motif,ce_deer_kneeling.dds,green,yellow,red,color2,color2,color1,0.5,0.50,0.80,0.80,ASU-ALTAI-KULAY;P20,contested,Period-inspired forest-steppe deer standard for Altai Kulay UI differentiation only; not a reconstructed flag
ALT,Altai Xiongnu-Contact Horizon,Steppe,documented_material_motif,ce_horse_heads_addorsed.dds,red,yellow,blue,color2,color2,color1,0.5,0.50,0.82,0.82,ACSS-ALTAI-XIONGNU;P20,contested,Period-inspired mounted-contact standard for Altai Xiongnu-contact UI differentiation only; not a reconstructed flag
KUL,Kulay Horizon,Steppe,documented_material_motif,ce_spiral_star_06.dds,green,white,black,color2,color2,color1,0.5,0.50,0.80,0.80,TOM-KUL;P20,contested,Period-inspired Kulay casting geometric standard for UI differentiation only; not a reconstructed flag
UGR,Lower Irtysh Kulay Horizon,Finland,documented_material_motif,ce_stag_head_shield.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.80,0.80,BSE-UST-POLUY;P20,contested,Period-inspired Lower-Irtysh forest-fauna standard for Kulay UI differentiation only; not a reconstructed flag
HOK,Hokuriku Wa,Japan,regional_material_reconstruction,ce_deer_kneeling.dds,red,white,yellow,color2,color3,color1,0.50,0.46,0.68,0.70,JAA-YAY;ISIJ-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Hokuriku Wa; an explicitly marked regional UI reconstruction, not a historical flag."
SHK,Shikoku Wa,Japan,regional_material_reconstruction,ce_fish_naiant.dds,red,white,yellow,color2,color3,color1,0.54,0.46,0.68,0.70,JAA-YAY;ISIJ-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Shikoku Wa; an explicitly marked regional UI reconstruction, not a historical flag."
OHW,Northern Honshu,Japan,regional_material_reconstruction,ce_boat_shield.dds,red,white,yellow,color2,color3,color1,0.46,0.50,0.68,0.70,JAA-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Northern Honshu; an explicitly marked regional UI reconstruction, not a historical flag."
RYS,Ryukyu Shell-Midden,Japan,regional_material_reconstruction,ce_spiral.dds,red,white,yellow,color2,color3,color1,0.50,0.50,0.68,0.70,RYU-ARC;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Ryukyu Shell-Midden; an explicitly marked regional UI reconstruction, not a historical flag."
KYU,Northern Kyushu Wa,Japan,regional_material_reconstruction,ce_cartwheel.dds,red,white,yellow,color2,color3,color1,0.54,0.50,0.68,0.75,JAA-YAY;ISIJ-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Northern Kyushu Wa; an explicitly marked regional UI reconstruction, not a historical flag."
IZM,Izumo Wa,Japan,regional_material_reconstruction,ce_spear_head_random_small.dds,red,white,yellow,color2,color3,color1,0.46,0.54,0.68,0.75,JAA-YAY;ISIJ-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Izumo Wa; an explicitly marked regional UI reconstruction, not a historical flag."
KBI,Kibi Wa,Japan,regional_material_reconstruction,ce_horse_head.dds,red,white,yellow,color2,color3,color1,0.50,0.54,0.68,0.75,JAA-YAY;ISIJ-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Kibi Wa; an explicitly marked regional UI reconstruction, not a historical flag."
TKW,Tokai Wa,Japan,regional_material_reconstruction,ce_circle.dds,red,white,yellow,color2,color3,color1,0.54,0.54,0.68,0.75,JAA-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Tokai Wa; an explicitly marked regional UI reconstruction, not a historical flag."
EHW,Eastern Honshu,Japan,regional_material_reconstruction,ce_sun_radiant_small.dds,red,white,yellow,color2,color3,color1,0.46,0.46,0.74,0.75,JAA-YAY;P8.3;P8.3;P20;P20,contested,"Period-inspired Japan material-motif composition for Eastern Honshu; an explicitly marked regional UI reconstruction, not a historical flag."
NOK,Late Nok Horizon,West Africa,regional_material_reconstruction,ce_african_sun.dds,yellow,black,red,color2,color3,color1,0.50,0.46,0.68,0.70,JAA-NOK;OUP-NOK;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Late Nok Horizon; an explicitly marked regional UI reconstruction, not a historical flag."
LCH,Lake Chad Basin,West Africa,regional_material_reconstruction,ce_african_crocodile.dds,yellow,black,red,color2,color3,color1,0.54,0.46,0.68,0.70,CAM-DAI;OUP-CHAD;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Lake Chad Basin; an explicitly marked regional UI reconstruction, not a historical flag."
MNG,Middle Niger,West Africa,regional_material_reconstruction,ce_african_ram_horns.dds,yellow,black,red,color2,color3,color1,0.46,0.50,0.68,0.70,CAM-MLR;MET-IND;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Middle Niger; an explicitly marked regional UI reconstruction, not a historical flag."
WGD,Western Sahel,West Africa,regional_material_reconstruction,ce_african_rising_sun.dds,yellow,black,red,color2,color3,color1,0.50,0.50,0.68,0.70,CAM-MLR;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Western Sahel; an explicitly marked regional UI reconstruction, not a historical flag."
VLT,Volta Basin,West Africa,regional_material_reconstruction,ce_spear_head_random_small.dds,yellow,black,red,color2,color3,color1,0.54,0.50,0.68,0.75,MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Volta Basin; an explicitly marked regional UI reconstruction, not a historical flag."
SNG,Senegambian,West Africa,regional_material_reconstruction,ce_bull_head.dds,yellow,black,red,color2,color3,color1,0.46,0.54,0.68,0.75,CAM-MLR;MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Senegambian; an explicitly marked regional UI reconstruction, not a historical flag."
AKF,Akan Forest,West Africa,regional_material_reconstruction,ce_elephant_african.dds,yellow,black,red,color2,color3,color1,0.50,0.54,0.68,0.75,MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Akan Forest; an explicitly marked regional UI reconstruction, not a historical flag."
LNC,Lower Niger,West Africa,regional_material_reconstruction,ce_spiral.dds,yellow,black,red,color2,color3,color1,0.54,0.54,0.68,0.75,MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Lower Niger; an explicitly marked regional UI reconstruction, not a historical flag."
GUR,Gur Iron-Age,West Africa,regional_material_reconstruction,ce_cartwheel.dds,yellow,black,red,color2,color3,color1,0.46,0.46,0.74,0.75,MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Gur Iron-Age; an explicitly marked regional UI reconstruction, not a historical flag."
MUP,Mande Upland,West Africa,regional_material_reconstruction,ce_circle.dds,yellow,black,red,color2,color3,color1,0.50,0.46,0.74,0.80,CAM-MLR;MET-IRON;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Mande Upland; an explicitly marked regional UI reconstruction, not a historical flag."
AIR,Air Massif,West Africa,regional_material_reconstruction,ce_sun_radiant_simple.dds,yellow,black,red,color2,color3,color1,0.54,0.46,0.74,0.80,CAM-DAI;P8.5;P8.5;P20;P20,contested,"Period-inspired West Africa material-motif composition for Air Massif; an explicitly marked regional UI reconstruction, not a historical flag."
GTL,Gutae,Germania,documented_material_motif,ce_boar_passant_mane.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.82,0.78,PTO-GEO-II11;P20,contested,Period-inspired southern Scandinavian animal standard for UI differentiation only; not a reconstructed Gutae flag
SKN,Chaedini,Germania,documented_material_motif,ce_horse_heads_addorsed.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.82,0.82,PTO-GEO-II11;P20,contested,Period-inspired southern Scandinavian animal standard for UI differentiation only; not a reconstructed Chaedini flag
SNR,Dauciones,Germania,documented_material_motif,ce_fish_okeane.dds,purple,white,blue,color2,color2,color1,0.5,0.50,0.82,0.72,PTO-GEO-II11;P20,contested,Period-inspired coastal standard for Daucionian UI differentiation only; not a reconstructed flag
NNR,Hilleviones,Germania,documented_material_motif,ce_stag_head_shield.dds,black,white,green,color2,color2,color1,0.5,0.50,0.80,0.80,PLN-NH-IV96;P20,contested,Period-inspired northern animal standard for Hillevionian UI differentiation only; not a reconstructed flag or village census
TND,Tondai-Kanchi Polity,India,documented_material_motif,ce_bow_arrow.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.78,0.78,UNESCO-KANCHI;CAM-TAMIL-MERCHANTS;P20,contested,Period-inspired Tamilakam bow standard for Tondai-Kanchi UI differentiation only; not a reconstructed flag or dynastic badge
ATY,Atiyaman of Tagadur,India,documented_material_motif,ce_horse_salient.dds,black,yellow,red,color2,color2,color1,0.5,0.50,0.82,0.78,JRAS-SATIYAPUTRA;CAM-TAMIL-MERCHANTS;P20,contested,Period-inspired upland horse standard for Atiyaman-Tagadur UI differentiation only; not a reconstructed flag or chiefly badge
UJJ,Ujjayini Urban Polity,India,documented_material_motif,ce_circle.dds,purple,yellow,white,color2,color2,color1,0.5,0.50,0.70,0.70,CAH-INDUS;P20,contested,Period-inspired Ujjayini geometric standard for UI differentiation only; not a reconstructed city or dynastic flag
VDS,Vedisa Urban Polity,India,documented_material_motif,ce_cartwheel.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.74,0.74,JRAS-VEDISA;P20,contested,Period-inspired wheel standard for Vedisa-Sanchi UI differentiation only; not a reconstructed Buddhist royal or civic emblem
CED,Chedi Janapada,India,documented_material_motif,ce_elephant_asian.dds,green,yellow,black,color2,color2,color1,0.5,0.50,0.80,0.78,CAH-INDUS;P20,contested,Period-inspired elephant standard for Chedi UI differentiation only; not a reconstructed janapada or dynastic flag
NVM,Narmada-Vindhya Megalithic Networks,India,documented_material_motif,ce_spiral.dds,black,white,red,color2,color2,color1,0.5,0.50,0.78,0.78,CAM-CENTRAL-INDIA-MEGALITHS;P20,contested,Period-inspired megalithic geometric standard for the Narmada-Vindhya network UI only; not an ethnic or cult symbol
BGL,Son-Vindhya Iron-Age Networks,India,documented_material_motif,ce_spear_head_random_small.dds,red,white,black,color2,color2,color1,0.5,0.50,0.74,0.80,INFLIB-EARLY-HISTORIC;P20,contested,Period-inspired Iron-Age point standard for Son-Vindhya UI differentiation only; not an ethnic or political reconstruction
DKS,Dakshina Kosala,India,documented_material_motif,ce_elephant_asian.dds,blue,yellow,red,color2,color2,color1,0.5,0.50,0.80,0.78,INFLIB-DAKSHINA-KOSALA;P20,contested,Period-inspired elephant standard for Dakshina Kosala UI differentiation only; not a reconstructed royal banner
BSR,Bastar Megalithic Networks,India,documented_material_motif,ce_stag.dds,green,white,black,color2,color2,color1,0.5,0.50,0.78,0.78,INFLIB-EARLY-HISTORIC;P20,contested,Period-inspired forest-fauna standard for Bastar archaeological-network UI only; not an ethnic or cult emblem
MLD,Maldivian Atoll Networks,India,documented_material_motif,ce_fishes_in_pale_shield.dds,blue,white,yellow,color2,color2,color1,0.5,0.50,0.76,0.80,CAM-MALDIVES;P20,contested,Period-inspired marine standard for Maldivian atoll UI differentiation only; not a reconstructed flag or later sultanate symbol
ARK,Arakan Littoral Networks,Southeast Asia,documented_material_motif,ce_fish_okeane.dds,blue,white,green,color2,color2,color1,0.5,0.50,0.78,0.78,CAM-ARAKAN-BOUNDARY;P20,contested,Period-inspired littoral-fish standard for UI differentiation only; not a reconstructed Arakan flag
SHY,Sa Huynh Coastal Networks,Southeast Asia,documented_material_motif,ce_circle.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.72,0.72,CAM-SAH;VASS-SAH;P20,contested,Period-inspired bronze-drum geometry for UI differentiation only; not a reconstructed Sa Huynh emblem
CHG,Central Vietnamese Highland Networks,Southeast Asia,documented_material_motif,ce_stag.dds,green,white,black,color2,color2,color1,0.5,0.50,0.76,0.78,CAM-SAH;P20,contested,Period-inspired highland-fauna standard for UI differentiation only
KCN,Patkai-Upper Irrawaddy Highland Networks,Southeast Asia,documented_material_motif,ce_deer_kneeling.dds,black,white,green,color2,color2,color1,0.5,0.50,0.76,0.78,CAM-MYANMAR-CHRON;P20,contested,Period-inspired highland-fauna standard for UI differentiation only
UIR,Upper Irrawaddy Corridor Networks,Southeast Asia,documented_material_motif,ce_cartwheel.dds,green,yellow,blue,color2,color2,color1,0.5,0.50,0.78,0.78,CAM-MYANMAR-CHRON;P20,contested,Period-inspired river-route geometry for UI differentiation only
PWB,Ping-Wang Basin Networks,Southeast Asia,documented_material_motif,ce_spiral_star_06.dds,green,yellow,white,color2,color2,color1,0.5,0.50,0.76,0.80,CAM-SEA-IRON;P20,contested,Period-inspired basin geometry standard for UI differentiation only
KIB,Kok-Ing-Nan Basin Networks,Southeast Asia,documented_material_motif,ce_fish_naiant.dds,blue,white,red,color2,color2,color1,0.53,0.45,0.82,0.72,CAM-SEA-IRON;P20,contested,Period-inspired basin geometry for UI differentiation only Exhaustive audit selected a distinct regional material motif to prevent an identical standard.
UMK,Upper Mekong Upland Networks,Southeast Asia,documented_material_motif,ce_circle.dds,black,yellow,white,color2,color2,color1,0.5,0.50,0.72,0.72,UNESCO-JARS;ANT-NLAOS;P20,contested,Period-inspired stone-disc geometry for UI differentiation only; not a mortuary reconstruction
USH,Upper Salween-Shweli Networks,Southeast Asia,documented_material_motif,ce_cartwheel.dds,purple,white,green,color2,color2,color1,0.5,0.50,0.74,0.74,CAM-MYANMAR-CHRON;P20,contested,Period-inspired route geometry for UI differentiation only
KGT,Kengtung Basin Networks,Southeast Asia,documented_material_motif,ce_bull_head_ringed.dds,red,yellow,black,color2,color2,color1,0.5,0.50,0.76,0.78,CAM-SEA-IRON;P20,contested,Period-inspired herd standard for UI differentiation only
SSH,Southern Plateau Corridor Networks,Southeast Asia,documented_material_motif,ce_spear_head_random_small.dds,blue,white,black,color2,color2,color1,0.5,0.50,0.74,0.78,CAM-MYANMAR-CHRON;P20,contested,Period-inspired Iron-Age point standard for UI differentiation only
SVA,Soanes,Caucasus,documented_material_motif,ce_ibex_goat_rampant_shield.dds,blue,white,red,color2,color2,color1,0.5,0.50,0.76,0.76,STR-CAUC;P20,contested,Period-inspired Soanian highland UI standard using a reviewed vanilla asset; not a reconstructed flag or historical emblem
HRC,Herrera Plateau,Northern Andes,documented_material_motif,ce_colombia_narino_circle_birds.dds,blue,yellow,white,color2,color2,color3,0.5,0.5,0.82,0.82,QINT-HERRERA;P8.10;P20,contested,Installed regional visual motif for Herrera Plateau Communities UI identification only; not a reconstructed state flag
SNE,Sierra Nevada Early,Northern Andes,documented_material_motif,ce_colombia_bird_mask.dds,green,white,black,color2,color2,color3,0.5,0.5,0.82,0.82,CAM-SNSM;P8.10;P20,contested,Installed regional visual motif for Sierra Nevada Early Communities UI identification only; not a reconstructed state flag
LRC,Loja Regional-Development,Andes,documented_material_motif,ce_andean_small_tocapu_04.dds,red,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,GUFFROY-LOJA;OGBURN-LOJA;P8.10;P20,contested,Installed regional visual motif for Loja Regional-Development Communities UI identification only; not a reconstructed state flag
DGU,Daga Highland,Oceania,documented_material_motif,ce_papua_kapkap.dds,green,white,black,color2,color2,color3,0.5,0.5,0.82,0.82,JPA-PAPUA;P8.9;P20,contested,Installed regional visual motif for Daga Highland Communities UI identification only; not a reconstructed state flag
KBC,Bomberai South-Coast,Oceania,documented_material_motif,ce_papua_kapkap_02.dds,blue,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,ANU-BOMBERAI;P8.9;P20,contested,Installed regional visual motif for Bomberai South-Coast Communities UI identification only; not a reconstructed state flag
EMR,Early Mariana Island,Oceania,documented_material_motif,ce_polynesian_star_08.dds,blue,white,yellow,color2,color2,color3,0.5,0.5,0.82,0.82,WA-MARIANA;P8.9;P20,contested,Installed regional visual motif for Early Mariana Island Communities UI identification only; not a reconstructed state flag
WCR,Yap-Ulithi Island,Oceania,documented_material_motif,ce_polynesian_makau_02.dds,green,white,red,color2,color2,color3,0.5,0.5,0.82,0.82,ICA-YAP;P8.9;P20,contested,Installed regional visual motif for Yap-Ulithi Island Communities UI identification only; not a reconstructed state flag
OLC,Orinoco-Llanos Ceramic,Caribbean-Amazon,documented_material_motif,ce_taino_water_spiral.dds,blue,white,yellow,color2,color2,color3,0.5,0.5,0.82,0.82,JWP-ORINOCO;P8.10;P20,contested,Installed regional visual motif for Orinoco-Llanos Ceramic Communities UI identification only; not a reconstructed state flag
WIC,Windward Island Ceramic,Caribbean-Amazon,documented_material_motif,ce_taino_fish.dds,green,white,red,color2,color2,color3,0.5,0.5,0.82,0.82,SCIADV-CARIB;P8.10;P20,contested,Installed regional visual motif for Windward Island Ceramic Communities UI identification only; not a reconstructed state flag
CCF,Central California Coast,North America,documented_material_motif,ce_native_american_spider.dds,green,yellow,black,color2,color2,color3,0.5,0.5,0.82,0.82,NOAA-MONTEREY;P8.10;P20,contested,Installed regional visual motif for Central California Coastal Communities UI identification only; not a reconstructed state flag
ACU,Acutuba Central-Amazon,Caribbean-Amazon,documented_material_motif,ce_native_american_spiral_circle.dds,green,yellow,red,color2,color2,color3,0.5,0.5,0.82,0.82,SA-EXPANSIONS;P8.10;P20,contested,Installed regional visual motif for Acutuba Central-Amazon Communities UI identification only; not a reconstructed state flag
